['Lock_2', 105, 'M1', -1, '0', 'newNode_56_x']
[1218, 101, '0x1538448', '0x1538110', '1', 'set_insert_78']
[1219, 101, '0x15383e0', '0x1538110', '1', 'set_insert_74']
[1220, 101, '0x15383e8', '0x1538110', '1', 'set_insert_78']
[1221, 101, '0x1538380', '0x1538110', '1', 'set_insert_74']
[1222, 101, '0x1538388', '0x1538110', '1', 'set_insert_78']
[1223, 101, '0x15382c0', '0x1538110', '1', 'set_insert_74']
[1224, 101, '0x15382c8', '0x1538110', '1', 'set_insert_78']
[1225, 101, '0x7f5a04001500', '0x1538110', '1', 'set_insert_74']
[1226, 101, '0x7f5a04001508', '0x1538110', '1', 'set_insert_78']
[1227, 101, '0x1538260', '0x1538110', '1', 'set_insert_74']
[1228, 101, '0x1538268', '0x1538110', '1', 'set_insert_78']
[1229, 101, '0x1538110', '0x1538110', '1', 'set_insert_74']
[1230, 101, '0x1538118', '0x1538110', '1', 'set_insert_78']
[1231, 101, '0x1538560', '0x1538110', '1', 'set_insert_74']
[1232, 101, '0x1538568', '0x1538110', '1', 'set_insert_78']
[1233, 101, '0x1538508', '-1', '1', 'set_insert_83']
[1234, 101, '0x1538500', '0x1538110', '2', 'set_remove_96']
[1235, 101, '0x1538508', '0x1538268', '2', 'set_remove_98']
[1236, 101, '0x15384a0', '0x1538110', '2', 'set_remove_96']
[1237, 101, '0x15384a8', '0x1538268', '2', 'set_remove_98']
[1238, 101, '0x1538440', '0x1538110', '2', 'set_remove_96']
[1239, 101, '0x1538448', '0x1538268', '2', 'set_remove_98']
[1240, 101, '0x15383e0', '0x1538110', '2', 'set_remove_96']
[1241, 101, '0x15383e8', '0x1538268', '2', 'set_remove_98']
[1242, 101, '0x1538380', '0x1538110', '2', 'set_remove_96']
[1243, 101, '0x1538388', '0x1538268', '2', 'set_remove_98']
[1244, 101, '0x15382c0', '0x1538110', '2', 'set_remove_96']
[1245, 101, '0x15382c8', '0x1538268', '2', 'set_remove_98']
[1246, 101, '0x7f5a04001500', '0x1538110', '2', 'set_remove_96']
[1247, 101, '0x7f5a04001508', '0x1538268', '2', 'set_remove_98']
[1248, 101, '0x1538260', '0x1538110', '2', 'set_remove_96']
[1249, 101, '0x1538268', '0x1538268', '2', 'set_remove_98']
[1250, 101, '0x1538110', '0x1538110', '2', 'set_remove_96']
[1251, 101, '0x1538118', '0x1538268', '2', 'set_remove_98']
[1252, 101, '0x1538560', '0x1538110', '2', 'set_remove_96']
[1253, 101, '0x1538568', '0x1538268', '2', 'set_remove_98']
[1254, 101, '0x1538500', '0x1538110', '2', 'set_insert_74']
[1255, 101, '0x1538500', '0x1538110', '1', 'set_remove_96']
[1256, 101, '0x1538508', '0x1538268', '1', 'set_remove_98']
[1257, 101, '0x15384a0', '0x1538110', '1', 'set_remove_96']
[1258, 101, '0x15384a8', '0x1538268', '1', 'set_remove_98']
[1259, 101, '0x1538440', '0x1538110', '1', 'set_remove_96']
[1260, 101, '0x1538448', '0x1538268', '1', 'set_remove_98']
[1261, 101, '0x15383e0', '0x1538110', '1', 'set_remove_96']
[1262, 101, '0x15383e8', '0x1538268', '1', 'set_remove_98']
[1263, 101, '0x1538380', '0x1538110', '1', 'set_remove_96']
[1264, 101, '0x1538388', '0x1538268', '1', 'set_remove_98']
[1265, 101, '0x15382c0', '0x1538110', '1', 'set_remove_96']
[1266, 101, '0x15382c8', '0x1538268', '1', 'set_remove_98']
[1267, 101, '0x7f5a04001500', '0x1538110', '1', 'set_remove_96']
[1268, 101, '0x7f5a04001508', '0x1538268', '1', 'set_remove_98']
[1269, 101, '0x1538260', '0x1538110', '1', 'set_remove_96']
[1270, 101, '0x1538268', '0x1538268', '1', 'set_remove_98']
[1271, 101, '0x1538110', '0x1538110', '1', 'set_remove_96']
[1272, 101, '0x1538118', '0x1538268', '1', 'set_remove_98']
[1273, 101, '0x1538560', '0x1538110', '1', 'set_remove_96']
[1274, 101, '0x1538568', '0x1538268', '1', 'set_remove_111']
[1275, 101, '0x1538118', '-1', '1', 'set_remove_111']
[1276, 101, '0x1538500', '0x1538110', '2', 'set_remove_96']
[1277, 101, '0x1538508', '0x1538268', '2', 'set_remove_98']
[1278, 101, '0x15384a0', '0x1538110', '2', 'set_remove_96']
[1279, 101, '0x15384a8', '0x1538268', '2', 'set_remove_98']
[1280, 101, '0x1538440', '0x1538110', '2', 'set_remove_96']
[1281, 101, '0x1538448', '0x1538268', '2', 'set_remove_98']
[1282, 101, '0x15383e0', '0x1538110', '2', 'set_remove_96']
[1283, 101, '0x15383e8', '0x1538268', '2', 'set_remove_98']
[1284, 101, '0x1538380', '0x1538110', '2', 'set_remove_96']
[1285, 101, '0x1538388', '0x1538268', '2', 'set_remove_98']
[1286, 101, '0x15382c0', '0x1538110', '2', 'set_remove_96']
[1287, 101, '0x15382c8', '0x1538268', '2', 'set_remove_98']
[1288, 101, '0x7f5a04001500', '0x1538110', '2', 'set_remove_96']
[1289, 101, '0x7f5a04001508', '0x1538268', '2', 'set_remove_98']
[1290, 101, '0x1538260', '0x1538110', '2', 'set_remove_96']
[1291, 101, '0x1538268', '0x1538268', '2', 'set_remove_98']
[1292, 101, '0x1538110', '0x1538110', '2', 'set_remove_96']
[1293, 101, '0x1538118', '0x1538268', '2', 'set_remove_98']
[1294, 101, '0x1538500', '0x1538110', '1', 'set_insert_74']
[1295, 101, '0x1538508', '0x1538110', '1', 'set_insert_78']
[1296, 101, '0x15384a0', '0x1538110', '1', 'set_insert_74']
[1297, 101, '0x15384a8', '0x1538110', '1', 'set_insert_78']
[1298, 101, '0x1538440', '0x1538110', '1', 'set_insert_74']
[1299, 101, '0x1538448', '0x1538110', '1', 'set_insert_78']
[1300, 101, '0x15383e0', '0x1538110', '1', 'set_insert_74']
[1301, 101, '0x15383e8', '0x1538110', '1', 'set_insert_78']
[1302, 101, '0x1538380', '0x1538110', '1', 'set_insert_74']
[1303, 101, '0x1538388', '0x1538110', '1', 'set_insert_78']
[1304, 101, '0x15382c0', '0x1538110', '1', 'set_insert_74']
[1305, 101, '0x15382c8', '0x1538110', '1', 'set_insert_78']
[1306, 101, '0x7f5a04001500', '0x1538110', '1', 'set_insert_74']
[1307, 101, '0x7f5a04001508', '0x1538110', '1', 'set_insert_78']
[1308, 101, '0x1538260', '0x1538110', '1', 'set_insert_74']
[1309, 101, '0x1538268', '0x1538110', '1', 'set_insert_78']
[1310, 101, '0x1538110', '0x1538110', '1', 'set_insert_74']
[1311, 101, '0x1538118', '0x1538110', '1', 'set_insert_78']
[1312, 101, '0x1538568', '-1', '1', 'set_insert_83']
[1313, 101, '0x1538560', '0x1538110', '2', 'set_insert_74']
[1314, 101, '0x1538560', '0x1538110', '1', 'set_remove_96']
[1315, 101, '0x1538568', '0x1538268', '1', 'set_remove_98']
[1316, 101, '0x1538500', '0x1538110', '1', 'set_remove_96']
[1317, 101, '0x1538508', '0x1538268', '1', 'set_remove_98']
[1318, 101, '0x15384a0', '0x1538110', '1', 'set_remove_96']
[1319, 101, '0x15384a8', '0x1538268', '1', 'set_remove_98']
[1320, 101, '0x1538440', '0x1538110', '1', 'set_remove_96']
[1321, 101, '0x1538448', '0x1538268', '1', 'set_remove_98']
[1322, 101, '0x15383e0', '0x1538110', '1', 'set_remove_96']
[1323, 101, '0x15383e8', '0x1538268', '1', 'set_remove_98']
[1324, 101, '0x1538380', '0x1538110', '1', 'set_remove_96']
[1325, 101, '0x1538388', '0x1538268', '1', 'set_remove_98']
[1326, 101, '0x15382c0', '0x1538110', '1', 'set_remove_96']
[1327, 101, '0x15382c8', '0x1538268', '1', 'set_remove_98']
[1328, 101, '0x7f5a04001500', '0x1538110', '1', 'set_remove_96']
[1329, 101, '0x7f5a04001508', '0x1538268', '1', 'set_remove_98']
[1330, 101, '0x1538260', '0x1538110', '1', 'set_remove_96']
[1331, 101, '0x1538268', '0x1538268', '1', 'set_remove_98']
[1332, 101, '0x1538110', '0x1538110', '1', 'set_remove_96']
[1333, 101, '0x1538118', '0x1538268', '1', 'set_remove_111']
[1334, 101, '0x1538268', '-1', '1', 'set_remove_111']
[1335, 101, '0x1538560', '0x1538110', '2', 'set_remove_96']
[1336, 101, '0x1538568', '0x1538268', '2', 'set_remove_98']
[1337, 101, '0x1538500', '0x1538110', '2', 'set_remove_96']
[1338, 101, '0x1538508', '0x1538268', '2', 'set_remove_98']
[1339, 101, '0x15384a0', '0x1538110', '2', 'set_remove_96']
[1340, 101, '0x15384a8', '0x1538268', '2', 'set_remove_98']
[1341, 101, '0x1538440', '0x1538110', '2', 'set_remove_96']
[1342, 101, '0x1538448', '0x1538268', '2', 'set_remove_98']
[1343, 101, '0x15383e0', '0x1538110', '2', 'set_remove_96']
[1344, 101, '0x15383e8', '0x1538268', '2', 'set_remove_98']
[1345, 101, '0x1538380', '0x1538110', '2', 'set_remove_96']
[1346, 101, '0x1538388', '0x1538268', '2', 'set_remove_98']
[1347, 101, '0x15382c0', '0x1538110', '2', 'set_remove_96']
[1348, 101, '0x15382c8', '0x1538268', '2', 'set_remove_98']
[1349, 101, '0x7f5a04001500', '0x1538110', '2', 'set_remove_96']
[1350, 101, '0x7f5a04001508', '0x1538268', '2', 'set_remove_98']
[1351, 101, '0x1538260', '0x1538110', '2', 'set_remove_96']
[1352, 101, '0x1538268', '0x1538268', '2', 'set_remove_98']
[1353, 101, '0x1538560', '0x1538110', '1', 'set_insert_74']
[1354, 101, '0x1538568', '0x1538110', '1', 'set_insert_78']
[1355, 101, '0x1538500', '0x1538110', '1', 'set_insert_74']
[1356, 101, '0x1538508', '0x1538110', '1', 'set_insert_78']
[1357, 101, '0x15384a0', '0x1538110', '1', 'set_insert_74']
[1358, 101, '0x15384a8', '0x1538110', '1', 'set_insert_78']
[1359, 101, '0x1538440', '0x1538110', '1', 'set_insert_74']
[1360, 101, '0x1538448', '0x1538110', '1', 'set_insert_78']
[1361, 101, '0x15383e0', '0x1538110', '1', 'set_insert_74']
[1362, 101, '0x15383e8', '0x1538110', '1', 'set_insert_78']
[1363, 101, '0x1538380', '0x1538110', '1', 'set_insert_74']
[1364, 101, '0x1538388', '0x1538110', '1', 'set_insert_78']
[1365, 101, '0x15382c0', '0x1538110', '1', 'set_insert_74']
[1366, 101, '0x15382c8', '0x1538110', '1', 'set_insert_78']
[1367, 101, '0x7f5a04001500', '0x1538110', '1', 'set_insert_74']
[1368, 101, '0x7f5a04001508', '0x1538110', '1', 'set_insert_78']
[1369, 101, '0x1538260', '0x1538110', '1', 'set_insert_74']
[1370, 101, '0x1538268', '0x1538110', '1', 'set_insert_78']
[1371, 101, '0x1538118', '-1', '1', 'set_insert_83']
[1372, 101, '0x1538110', '0x1538110', '2', 'set_insert_74']
[1373, 101, '0x1538110', '0x1538110', '1', 'set_remove_96']
[1374, 101, '0x1538118', '0x1538268', '1', 'set_remove_98']
[1375, 101, '0x1538560', '0x1538110', '1', 'set_remove_96']
[1376, 101, '0x1538568', '0x1538268', '1', 'set_remove_98']
[1377, 101, '0x1538500', '0x1538110', '1', 'set_remove_96']
[1378, 101, '0x1538508', '0x1538268', '1', 'set_remove_98']
[1379, 101, '0x15384a0', '0x1538110', '1', 'set_remove_96']
[1380, 101, '0x15384a8', '0x1538268', '1', 'set_remove_98']
[1381, 101, '0x1538440', '0x1538110', '1', 'set_remove_96']
[1382, 101, '0x1538448', '0x1538268', '1', 'set_remove_98']
[1383, 101, '0x15383e0', '0x1538110', '1', 'set_remove_96']
[1384, 101, '0x15383e8', '0x1538268', '1', 'set_remove_98']
[1385, 101, '0x1538380', '0x1538110', '1', 'set_remove_96']
[1386, 101, '0x1538388', '0x1538268', '1', 'set_remove_98']
[1387, 101, '0x15382c0', '0x1538110', '1', 'set_remove_96']
[1388, 101, '0x15382c8', '0x1538268', '1', 'set_remove_98']
[1389, 101, '0x7f5a04001500', '0x1538110', '1', 'set_remove_96']
[1390, 101, '0x7f5a04001508', '0x1538268', '1', 'set_remove_98']
[1391, 101, '0x1538260', '0x1538110', '1', 'set_remove_96']
[1392, 101, '0x1538268', '0x1538268', '1', 'set_remove_111']
[1393, 101, '0x7f5a04001508', '-1', '1', 'set_remove_111']
[1394, 101, '0x1538110', '0x1538110', '2', 'set_remove_96']
[1395, 101, '0x1538118', '0x1538268', '2', 'set_remove_98']
[1396, 101, '0x1538560', '0x1538110', '2', 'set_remove_96']
[1397, 101, '0x1538568', '0x1538268', '2', 'set_remove_98']
[1398, 101, '0x1538500', '0x1538110', '2', 'set_remove_96']
[1399, 101, '0x1538508', '0x1538268', '2', 'set_remove_98']
[1400, 101, '0x15384a0', '0x1538110', '2', 'set_remove_96']
[1401, 101, '0x15384a8', '0x1538268', '2', 'set_remove_98']
[1402, 101, '0x1538440', '0x1538110', '2', 'set_remove_96']
[1403, 101, '0x1538448', '0x1538268', '2', 'set_remove_98']
[1404, 101, '0x15383e0', '0x1538110', '2', 'set_remove_96']
[1405, 101, '0x15383e8', '0x1538268', '2', 'set_remove_98']
[1406, 101, '0x1538380', '0x1538110', '2', 'set_remove_96']
[1407, 101, '0x1538388', '0x1538268', '2', 'set_remove_98']
[1408, 101, '0x15382c0', '0x1538110', '2', 'set_remove_96']
[1409, 101, '0x15382c8', '0x1538268', '2', 'set_remove_98']
[1410, 101, '0x7f5a04001500', '0x1538110', '2', 'set_remove_96']
[1411, 101, '0x7f5a04001508', '0x1538268', '2', 'set_remove_98']
[1412, 101, '0x1538110', '0x1538110', '1', 'set_insert_74']
[1413, 101, '0x1538118', '0x1538110', '1', 'set_insert_78']
[1414, 101, '0x1538560', '0x1538110', '1', 'set_insert_74']
[1415, 101, '0x1538568', '0x1538110', '1', 'set_insert_78']
[1416, 101, '0x1538500', '0x1538110', '1', 'set_insert_74']
[1417, 101, '0x1538508', '0x1538110', '1', 'set_insert_78']
[1418, 101, '0x15384a0', '0x1538110', '1', 'set_insert_74']
[1419, 101, '0x15384a8', '0x1538110', '1', 'set_insert_78']
[1420, 101, '0x1538440', '0x1538110', '1', 'set_insert_74']
[1421, 101, '0x1538448', '0x1538110', '1', 'set_insert_78']
[1422, 101, '0x15383e0', '0x1538110', '1', 'set_insert_74']
[1423, 101, '0x15383e8', '0x1538110', '1', 'set_insert_78']
[1424, 101, '0x1538380', '0x1538110', '1', 'set_insert_74']
[1425, 101, '0x1538388', '0x1538110', '1', 'set_insert_78']
[1426, 101, '0x15382c0', '0x1538110', '1', 'set_insert_74']
[1427, 101, '0x15382c8', '0x1538110', '1', 'set_insert_78']
[1428, 101, '0x7f5a04001500', '0x1538110', '1', 'set_insert_74']
[1429, 101, '0x7f5a04001508', '0x1538110', '1', 'set_insert_78']
[1430, 101, '0x1538268', '-1', '1', 'set_insert_83']
[1431, 101, '0x1538260', '0x1538110', '2', 'set_insert_74']
[1432, 101, '0x1538260', '0x1538110', '1', 'set_remove_96']
[1433, 101, '0x1538268', '0x1538268', '1', 'set_remove_98']
[1434, 101, '0x1538110', '0x1538110', '1', 'set_remove_96']
[1435, 101, '0x1538118', '0x1538268', '1', 'set_remove_98']
[1436, 101, '0x1538560', '0x1538110', '1', 'set_remove_96']
[1437, 101, '0x1538568', '0x1538268', '1', 'set_remove_98']
[1438, 101, '0x1538500', '0x1538110', '1', 'set_remove_96']
[1439, 101, '0x1538508', '0x1538268', '1', 'set_remove_98']
[1440, 101, '0x15384a0', '0x1538110', '1', 'set_remove_96']
[1441, 101, '0x15384a8', '0x1538268', '1', 'set_remove_98']
[1442, 101, '0x1538440', '0x1538110', '1', 'set_remove_96']
[1443, 101, '0x1538448', '0x1538268', '1', 'set_remove_98']
[1444, 101, '0x15383e0', '0x1538110', '1', 'set_remove_96']
[1445, 101, '0x15383e8', '0x1538268', '1', 'set_remove_98']
[1446, 101, '0x1538380', '0x1538110', '1', 'set_remove_96']
[1447, 101, '0x1538388', '0x1538268', '1', 'set_remove_98']
[1448, 101, '0x15382c0', '0x1538110', '1', 'set_remove_96']
[1449, 101, '0x15382c8', '0x1538268', '1', 'set_remove_98']
[1450, 101, '0x7f5a04001500', '0x1538110', '1', 'set_remove_96']
[1451, 101, '0x7f5a04001508', '0x1538268', '1', 'set_remove_111']
[1452, 101, '0x15382c8', '-1', '1', 'set_remove_111']
[1453, 101, '0x1538260', '0x1538110', '2', 'set_remove_96']
[1454, 101, '0x1538268', '0x1538268', '2', 'set_remove_98']
[1455, 101, '0x1538110', '0x1538110', '2', 'set_remove_96']
[1456, 101, '0x1538118', '0x1538268', '2', 'set_remove_98']
[1457, 101, '0x1538560', '0x1538110', '2', 'set_remove_96']
[1458, 101, '0x1538568', '0x1538268', '2', 'set_remove_98']
[1459, 101, '0x1538500', '0x1538110', '2', 'set_remove_96']
[1460, 101, '0x1538508', '0x1538268', '2', 'set_remove_98']
[1461, 101, '0x15384a0', '0x1538110', '2', 'set_remove_96']
[1462, 101, '0x15384a8', '0x1538268', '2', 'set_remove_98']
[1463, 101, '0x1538440', '0x1538110', '2', 'set_remove_96']
[1464, 101, '0x1538448', '0x1538268', '2', 'set_remove_98']
[1465, 101, '0x15383e0', '0x1538110', '2', 'set_remove_96']
[1466, 101, '0x15383e8', '0x1538268', '2', 'set_remove_98']
[1467, 101, '0x1538380', '0x1538110', '2', 'set_remove_96']
[1468, 101, '0x1538388', '0x1538268', '2', 'set_remove_98']
[1469, 101, '0x15382c0', '0x1538110', '2', 'set_remove_96']
[1470, 101, '0x15382c8', '0x1538268', '2', 'set_remove_98']
[1471, 101, '0x1538260', '0x1538110', '1', 'set_insert_74']
[1472, 101, '0x1538268', '0x1538110', '1', 'set_insert_78']
[1473, 101, '0x1538110', '0x1538110', '1', 'set_insert_74']
[1474, 101, '0x1538118', '0x1538110', '1', 'set_insert_78']
[1475, 101, '0x1538560', '0x1538110', '1', 'set_insert_74']
[1476, 101, '0x1538568', '0x1538110', '1', 'set_insert_78']
[1477, 101, '0x1538500', '0x1538110', '1', 'set_insert_74']
[1478, 101, '0x1538508', '0x1538110', '1', 'set_insert_78']
[1479, 101, '0x15384a0', '0x1538110', '1', 'set_insert_74']
[1480, 101, '0x15384a8', '0x1538110', '1', 'set_insert_78']
[1481, 101, '0x1538440', '0x1538110', '1', 'set_insert_74']
[1482, 101, '0x1538448', '0x1538110', '1', 'set_insert_78']
[1483, 101, '0x15383e0', '0x1538110', '1', 'set_insert_74']
[1484, 101, '0x15383e8', '0x1538110', '1', 'set_insert_78']
[1485, 101, '0x1538380', '0x1538110', '1', 'set_insert_74']
[1486, 101, '0x1538388', '0x1538110', '1', 'set_insert_78']
[1487, 101, '0x15382c0', '0x1538110', '1', 'set_insert_74']
[1488, 101, '0x15382c8', '0x1538110', '1', 'set_insert_78']
[1489, 101, '0x7f5a04001508', '-1', '1', 'set_insert_83']
[1490, 101, '0x7f5a04001500', '0x1538110', '2', 'set_insert_74']
[1491, 101, '0x7f5a04001500', '0x1538110', '1', 'set_remove_96']
[1492, 101, '0x7f5a04001508', '0x1538268', '1', 'set_remove_98']
[1493, 101, '0x1538260', '0x1538110', '1', 'set_remove_96']
[1494, 101, '0x1538268', '0x1538268', '1', 'set_remove_98']
[1495, 101, '0x1538110', '0x1538110', '1', 'set_remove_96']
[1496, 101, '0x1538118', '0x1538268', '1', 'set_remove_98']
[1497, 101, '0x1538560', '0x1538110', '1', 'set_remove_96']
[1498, 101, '0x1538568', '0x1538268', '1', 'set_remove_98']
[1499, 101, '0x1538500', '0x1538110', '1', 'set_remove_96']
[1500, 101, '0x1538508', '0x1538268', '1', 'set_remove_98']
[1501, 101, '0x15384a0', '0x1538110', '1', 'set_remove_96']
[1502, 101, '0x15384a8', '0x1538268', '1', 'set_remove_98']
[1503, 101, '0x1538440', '0x1538110', '1', 'set_remove_96']
[1504, 101, '0x1538448', '0x1538268', '1', 'set_remove_98']
[1505, 101, '0x15383e0', '0x1538110', '1', 'set_remove_96']
[1506, 101, '0x15383e8', '0x1538268', '1', 'set_remove_98']
[1507, 101, '0x1538380', '0x1538110', '1', 'set_remove_96']
[1508, 101, '0x1538388', '0x1538268', '1', 'set_remove_98']
[1509, 101, '0x15382c0', '0x1538110', '1', 'set_remove_96']
[1510, 101, '0x15382c8', '0x1538268', '1', 'set_remove_111']
[1511, 101, '0x1538388', '-1', '1', 'set_remove_111']
[1512, 101, '0x7f5a04001500', '0x1538110', '1', 'set_insert_74']
[1513, 101, '0x7f5a04001508', '0x1538110', '1', 'set_insert_78']
[1514, 101, '0x1538260', '0x1538110', '1', 'set_insert_74']
[1515, 101, '0x1538268', '0x1538110', '1', 'set_insert_78']
[1516, 101, '0x1538110', '0x1538110', '1', 'set_insert_74']
[1517, 101, '0x1538118', '0x1538110', '1', 'set_insert_78']
[1518, 101, '0x1538560', '0x1538110', '1', 'set_insert_74']
[1519, 101, '0x1538568', '0x1538110', '1', 'set_insert_78']
[1520, 101, '0x1538500', '0x1538110', '1', 'set_insert_74']
[1521, 101, '0x1538508', '0x1538110', '1', 'set_insert_78']
[1522, 101, '0x15384a0', '0x1538110', '1', 'set_insert_74']
[1523, 101, '0x15384a8', '0x1538110', '1', 'set_insert_78']
[1524, 101, '0x1538440', '0x1538110', '1', 'set_insert_74']
[1525, 101, '0x1538448', '0x1538110', '1', 'set_insert_78']
[1526, 101, '0x15383e0', '0x1538110', '1', 'set_insert_74']
[1527, 101, '0x15383e8', '0x1538110', '1', 'set_insert_78']
[1528, 101, '0x1538380', '0x1538110', '1', 'set_insert_74']
[1529, 101, '0x1538388', '0x1538110', '1', 'set_insert_78']
[1530, 101, '0x15382c8', '-1', '1', 'set_insert_83']
[1531, 101, '0x15382c0', '0x1538110', '2', 'set_remove_96']
[1532, 101, '0x15382c8', '0x1538268', '2', 'set_remove_98']
[1533, 101, '0x7f5a04001500', '0x1538110', '2', 'set_remove_96']
[1534, 101, '0x7f5a04001508', '0x1538268', '2', 'set_remove_98']
[1535, 101, '0x1538260', '0x1538110', '2', 'set_remove_96']
[1536, 101, '0x1538268', '0x1538268', '2', 'set_remove_98']
[1537, 101, '0x1538110', '0x1538110', '2', 'set_remove_96']
[1538, 101, '0x1538118', '0x1538268', '2', 'set_remove_98']
[1539, 101, '0x1538560', '0x1538110', '2', 'set_remove_96']
[1540, 101, '0x1538568', '0x1538268', '2', 'set_remove_98']
[1541, 101, '0x1538500', '0x1538110', '2', 'set_remove_96']
[1542, 101, '0x1538508', '0x1538268', '2', 'set_remove_98']
[1543, 101, '0x15384a0', '0x1538110', '2', 'set_remove_96']
[1544, 101, '0x15384a8', '0x1538268', '2', 'set_remove_98']
[1545, 101, '0x1538440', '0x1538110', '2', 'set_remove_96']
[1546, 101, '0x1538448', '0x1538268', '2', 'set_remove_98']
[1547, 101, '0x15383e0', '0x1538110', '2', 'set_remove_96']
[1548, 101, '0x15383e8', '0x1538268', '2', 'set_remove_98']
[1549, 101, '0x1538380', '0x1538110', '2', 'set_remove_96']
[1550, 101, '0x1538388', '0x1538268', '2', 'set_remove_98']
[1551, 101, '0x15382c0', '0x1538110', '1', 'set_remove_96']
[1552, 101, '0x15382c8', '0x1538268', '1', 'set_remove_98']
[1553, 101, '0x7f5a04001500', '0x1538110', '1', 'set_remove_96']
[1554, 101, '0x7f5a04001508', '0x1538268', '1', 'set_remove_98']
[1555, 101, '0x1538260', '0x1538110', '1', 'set_remove_96']
[1556, 101, '0x1538268', '0x1538268', '1', 'set_remove_98']
[1557, 101, '0x1538110', '0x1538110', '1', 'set_remove_96']
[1558, 101, '0x1538118', '0x1538268', '1', 'set_remove_98']
[1559, 101, '0x1538560', '0x1538110', '1', 'set_remove_96']
[1560, 101, '0x1538568', '0x1538268', '1', 'set_remove_98']
[1561, 101, '0x1538500', '0x1538110', '1', 'set_remove_96']
[1562, 101, '0x1538508', '0x1538268', '1', 'set_remove_98']
[1563, 101, '0x15384a0', '0x1538110', '1', 'set_remove_96']
[1564, 101, '0x15384a8', '0x1538268', '1', 'set_remove_98']
[1565, 101, '0x1538440', '0x1538110', '1', 'set_remove_96']
[1566, 101, '0x1538448', '0x1538268', '1', 'set_remove_98']
[1567, 101, '0x15383e0', '0x1538110', '1', 'set_remove_96']
[1568, 101, '0x15383e8', '0x1538268', '1', 'set_remove_98']
[1569, 101, '0x1538380', '0x1538110', '1', 'set_remove_96']
[1570, 101, '0x1538388', '0x1538268', '1', 'set_remove_111']
[1571, 101, '0x15383e8', '-1', '1', 'set_remove_111']
[1572, 101, '0x15382c0', '0x1538110', '2', 'set_insert_74']
[1573, 101, '0x15382c0', '0x1538110', '1', 'set_insert_74']
[1574, 101, '0x15382c8', '0x1538110', '1', 'set_insert_78']
[1575, 101, '0x7f5a04001500', '0x1538110', '1', 'set_insert_74']
[1576, 101, '0x7f5a04001508', '0x1538110', '1', 'set_insert_78']
[1577, 101, '0x1538260', '0x1538110', '1', 'set_insert_74']
[1578, 101, '0x1538268', '0x1538110', '1', 'set_insert_78']
[1579, 101, '0x1538110', '0x1538110', '1', 'set_insert_74']
[1580, 101, '0x1538118', '0x1538110', '1', 'set_insert_78']
[1581, 101, '0x1538560', '0x1538110', '1', 'set_insert_74']
[1582, 101, '0x1538568', '0x1538110', '1', 'set_insert_78']
[1583, 101, '0x1538500', '0x1538110', '1', 'set_insert_74']
[1584, 101, '0x1538508', '0x1538110', '1', 'set_insert_78']
[1585, 101, '0x15384a0', '0x1538110', '1', 'set_insert_74']
[1586, 101, '0x15384a8', '0x1538110', '1', 'set_insert_78']
[1587, 101, '0x1538440', '0x1538110', '1', 'set_insert_74']
[1588, 101, '0x1538448', '0x1538110', '1', 'set_insert_78']
[1589, 101, '0x15383e0', '0x1538110', '1', 'set_insert_74']
[1590, 101, '0x15383e8', '0x1538110', '1', 'set_insert_78']
[1591, 101, '0x1538388', '-1', '1', 'set_insert_83']
[1592, 103, '0', '-1', '1', 'set_remove_111_x']
[1593, 101, '0x1538380', '0x1538110', '2', 'set_remove_96']
[1594, 101, '0x1538388', '0x1538268', '2', 'set_remove_98']
[1595, 101, '0x15382c0', '0x1538110', '2', 'set_remove_96']
[1596, 101, '0x15382c8', '0x1538268', '2', 'set_remove_98']
[1597, 101, '0x7f5a04001500', '0x1538110', '2', 'set_remove_96']
[1598, 101, '0x7f5a04001508', '0x1538268', '2', 'set_remove_98']
[1599, 101, '0x1538260', '0x1538110', '2', 'set_remove_96']
[1600, 101, '0x1538268', '0x1538268', '2', 'set_remove_98']
[1601, 101, '0x1538110', '0x1538110', '2', 'set_remove_96']
[1602, 101, '0x1538118', '0x1538268', '2', 'set_remove_98']
[1603, 101, '0x1538560', '0x1538110', '2', 'set_remove_96']
[1604, 101, '0x1538568', '0x1538268', '2', 'set_remove_98']
[1605, 101, '0x1538500', '0x1538110', '2', 'set_remove_96']
[1606, 101, '0x1538508', '0x1538268', '2', 'set_remove_98']
[1607, 101, '0x15384a0', '0x1538110', '2', 'set_remove_96']
[1608, 101, '0x15384a8', '0x1538268', '2', 'set_remove_98']
[1609, 101, '0x1538440', '0x1538110', '2', 'set_remove_96']
[1610, 101, '0x1538448', '0x1538268', '2', 'set_remove_98']
[1611, 101, '0x15383e0', '0x1538110', '2', 'set_remove_96']
[1612, 101, '0x15383e8', '0x1538268', '2', 'set_remove_98']
[1613, 101, '0x1538380', '0x1538110', '2', 'set_insert_74']
['Lock_9', 105, 'M1', -1, '0', 'set_print_163_x']
[1614, 101, '0x1538380', '0x1538110', '0', 'set_print_163']
['UnLock_9', 106, 'M1', -1, '0', 'set_print_163_x']
[1615, 102, '0x1538380', '-1', '0', 'set_print_163_x']
['Lock_10', 105, 'M1', -1, '0', 'set_print_164_x']
[1616, 101, '0x1538388', '0x1538268', '0', 'set_print_164']
['UnLock_10', 106, 'M1', -1, '0', 'set_print_164_x']
[1617, 102, '0x1538388', '-1', '0', 'set_print_164_x']
